current_temp,current_humi,total_time_maintained,total_energy_consumption,energy_efficiency,door_status,FC_Unit_1_Status,FC_Unit_1_Fan_Status,FC_Unit_1_Set_Point,FC_Unit_1_Operation_Mode,FC_Unit_2_Status,FC_Unit_2_Fan_Status,FC_Unit_2_Set_Point,FC_Unit_2_Operation_Mode,FC_Unit_3_Status,FC_Unit_3_Fan_Status,FC_Unit_3_Set_Point,FC_Unit_3_Operation_Mode,FC_Unit_4_Status,FC_Unit_4_Fan_Status,FC_Unit_4_Set_Point,FC_Unit_4_Operation_Mode,FC_Unit_5_Status,FC_Unit_5_Fan_Status,FC_Unit_5_Set_Point,FC_Unit_5_Operation_Mode,FC_Unit_6_Status,FC_Unit_6_Fan_Status,FC_Unit_6_Set_Point,FC_Unit_6_Operation_Mode
23.12,65.833,13198,22.43000000000484,588.4083816316163,1.0,ON,HIGH,21.5,COOL,ON,HIGH,22.0,COOL,ON,HIGH,21.5,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
23.117,65.857,6286,9.679999999998472,649.3801652893587,1.0,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,22.0,COOL,ON,LOW,22.0,COOL
23.117,66.214,13197,18.76000000000022,703.464818763318,1.0,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,22.0,COOL,ON,LOW,22.0,COOL
23.117,66.0,628,1.1900000000005093,527.7310924367489,1.0,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,22.0,COOL,ON,LOW,22.0,COOL
23.117,79.286,13200,16.609999999997854,794.7019867550696,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.117,82.857,13197,13.87000000000171,951.4780100936101,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.117,78.857,13200,14.25000000000091,926.315789473625,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.117,85.0,1885,1.9099999999998545,986.9109947644731,1.0,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.117,83.429,13203,12.950000000003456,1019.5366795364074,1.0,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.117,82.214,13200,12.43999999999869,1061.093247588536,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.117,80.429,13202,14.230000000002292,927.7582572029427,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.117,81.143,13199,12.729999999996835,1036.8421052634158,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.117,67.286,13202,13.24999999999909,996.3773584906344,1.0,ON,MED,22.0,COOL,ON,MED,22.0,COOL,OFF,LOW,21.5,COOL,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL,OFF,LOW,22.0,COOL
23.117,76.214,12864,16.660000000001673,772.14885954374,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.117,74.786,13654,19.959999999999127,684.068136272575,1.0,ON,HIGH,21.5,COOL,ON,HIGH,22.0,COOL,ON,HIGH,21.5,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
23.117,71.5,13858,18.729999999997744,739.8825413775584,1.0,ON,HIGH,21.5,COOL,ON,HIGH,22.0,COOL,ON,HIGH,21.5,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
23.117,76.714,12864,16.029999999999745,802.4953212726266,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.117,77.286,12868,15.959999999996398,806.2656641605829,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.117,70.571,13214,13.309999999998581,992.7873779114507,1.0,ON,MED,22.0,COOL,ON,MED,22.0,COOL,OFF,LOW,21.5,COOL,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL,OFF,LOW,22.0,COOL
23.117,70.429,13205,13.200000000003456,1000.3787878785259,1.0,ON,MED,22.0,COOL,ON,MED,22.0,COOL,OFF,LOW,21.5,COOL,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL,OFF,LOW,22.0,COOL
23.117,71.143,13208,13.049999999998363,1012.1072796936136,1.0,ON,MED,22.0,COOL,ON,MED,22.0,COOL,OFF,LOW,21.5,COOL,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL,OFF,LOW,22.0,COOL
23.117,77.929,13204,16.029999999995198,823.7055520900783,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL
23.117,82.071,1887,1.8300000000008367,1031.147540983135,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL
23.117,82.429,9427,8.25,1142.6666666666667,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.1,82.429,13201,13.969999999999345,944.9534717251696,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.1,82.714,9427,7.610000000002401,1238.7647831796355,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.1,79.0,13206,15.679999999996653,842.2193877552818,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL
23.1,78.071,12869,15.409999999999854,835.1070733290151,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.1,77.714,12866,15.140000000001237,849.8018494054788,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.1,75.929,13571,19.7599999999984,686.7914979757642,1.0,ON,HIGH,21.5,COOL,ON,HIGH,22.0,COOL,ON,HIGH,21.5,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
23.1,77.929,3674,4.349999999999454,844.5977011495312,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.1,83.214,13201,10.309999999995853,1280.4073714845113,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.1,81.857,13198,14.200000000004366,929.4366197180241,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.1,83.0,13198,13.190000000002328,1000.6065200908014,1.0,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.1,81.071,13197,14.739999999998872,895.3188602443018,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL
23.1,82.429,13200,14.200000000000728,929.5774647886848,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.1,80.143,13204,14.770000000001346,893.9742721732429,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.1,84.286,13200,13.68999999999869,964.2074506940294,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.083,66.357,13200,19.00000000000182,694.7368421051966,1.0,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,22.0,COOL,ON,LOW,22.0,COOL
23.083,77.214,12863,15.54000000000724,827.7348777344921,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.083,82.929,629,0.5,1258.0,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.083,80.786,13201,15.299999999998363,862.8104575164322,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL
23.083,82.714,3771,3.449999999997999,1093.0434782615034,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.083,81.857,13202,14.070000000003347,938.3084577112196,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.083,83.0,13203,14.219999999997526,928.4810126583893,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.083,82.5,13201,11.760000000004766,1122.5340136049872,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.083,82.5,13199,10.869999999998981,1214.2594296229288,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.083,82.357,13203,11.37999999999829,1160.193321617046,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.083,67.214,13203,18.159999999997126,727.0374449340358,1.0,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,22.0,COOL,ON,LOW,22.0,COOL
23.083,78.214,1838,2.130000000000109,862.9107981220216,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.083,77.429,12865,15.92000000000462,808.1030150751424,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.083,66.286,9426,13.779999999997017,684.0348330915849,1.0,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,22.0,COOL,ON,LOW,22.0,COOL
23.083,70.071,13233,13.330000000002656,992.723180795001,1.0,ON,MED,22.0,COOL,ON,MED,22.0,COOL,OFF,LOW,21.5,COOL,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL,OFF,LOW,22.0,COOL
23.083,76.857,1887,2.070000000001528,911.5942028978778,1.0,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL
23.083,82.357,9431,8.869999999998981,1063.2468996619034,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.067,79.857,13198,15.970000000000255,826.4245460237814,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL
23.067,82.571,629,0.6700000000000728,938.8059701491518,1.0,ON,LOW,22.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,22.0,COOL,ON,MED,22.0,COOL
23.067,73.714,13138,19.399999999999636,677.2164948453735,1.0,ON,HIGH,21.5,COOL,ON,HIGH,22.0,COOL,ON,HIGH,21.5,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
23.067,78.429,13202,16.449999999998,802.5531914894593,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL
23.067,76.571,12893,16.62999999999829,775.285628382521,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.067,77.143,12867,15.50000000000091,830.1290322580159,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.067,76.214,12866,16.399999999999636,784.5121951219686,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.067,68.857,13198,13.249999999993634,996.0754716985919,1.0,ON,MED,22.0,COOL,ON,MED,22.0,COOL,OFF,LOW,21.5,COOL,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL,OFF,LOW,22.0,COOL
23.067,70.071,13218,13.430000000004839,984.214445271425,1.0,ON,MED,22.0,COOL,ON,MED,22.0,COOL,OFF,LOW,21.5,COOL,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL,OFF,LOW,22.0,COOL
23.067,77.286,12865,15.550000000000182,827.3311897106013,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.067,71.429,6290,5.900000000002365,1066.101694914827,1.0,ON,MED,22.0,COOL,ON,MED,22.0,COOL,OFF,LOW,21.5,COOL,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL,OFF,LOW,22.0,COOL
23.067,74.643,612,0.819999999999709,746.3414634148991,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.067,81.714,6287,5.449999999997999,1153.5779816517997,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.067,83.214,13200,11.959999999999127,1103.6789297659668,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.067,81.5,6291,5.969999999994798,1053.7688442220237,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.067,83.286,13202,13.6899999999996,964.3535427319493,1.0,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.067,80.929,13205,12.529999999997017,1053.8707102955423,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.067,83.0,13197,12.580000000001746,1049.0461049283122,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.067,65.357,13198,17.649999999996908,747.7620396601876,1.0,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,MED,22.0,COOL
23.067,77.643,13202,13.400000000001455,985.223880596908,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.067,84.357,13200,12.55000000000291,1051.7928286850151,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.067,82.857,13197,11.789999999997235,1119.33842239212,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.067,78.5,13204,14.789999999998145,892.7653820149869,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.067,77.286,13203,14.419999999996435,915.6033287103512,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.067,77.714,13206,14.759999999999309,894.7154471545134,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.067,83.286,9432,10.750000000001819,877.3953488370609,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL
23.067,81.929,629,0.6700000000009823,938.8059701478774,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL
23.067,79.571,13201,14.139999999998508,933.592644978882,1.0,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.067,80.643,13202,15.420000000000073,856.1608300907872,1.0,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.067,79.357,6285,6.300000000002001,997.6190476187307,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.067,80.571,13204,13.4399999999996,982.4404761905055,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.05,65.643,9430,12.609999999996035,747.8191911183953,1.0,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,MED,21.5,COOL,ON,MED,22.0,COOL,ON,MED,22.0,COOL,ON,MED,22.0,COOL
23.05,82.5,13208,13.61000000000331,970.4628949299623,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.05,80.357,13200,13.399999999999636,985.0746268656984,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.05,82.5,13202,12.849999999998545,1027.3929961090657,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.05,80.214,13202,12.850000000001273,1027.3929961088477,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.05,84.571,629,0.6700000000000728,938.8059701491518,1.0,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.05,81.857,13201,13.159999999996217,1003.1155015200452,1.0,ON,HIGH,23.0,COOL,ON,HIGH,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.05,80.857,9435,12.790000000000873,737.6856919467831,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,HIGH,23.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.5,COOL
23.05,82.357,13201,11.669999999998254,1131.1910882606662,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.05,78.214,13201,14.749999999998181,894.983050847568,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.05,78.929,13205,14.36999999999989,918.928322894927,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.05,83.357,13202,14.289999999998145,923.8628411477756,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.05,81.429,13204,14.120000000003529,935.1274787533074,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.05,81.143,2736,2.9499999999989086,927.4576271189871,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL
23.05,66.5,3770,5.800000000001091,649.9999999998777,1.0,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,22.0,COOL,ON,LOW,22.0,COOL
23.05,75.857,12861,16.24999999999909,791.4461538461982,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.033,83.714,13197,13.689999999993233,963.9883126374377,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.033,81.071,13215,17.409999999998035,759.0465249857261,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,HIGH,23.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.5,COOL
23.033,80.571,1885,1.8299999999999272,1030.0546448087841,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.033,81.143,13200,14.0600000000004,938.8335704124911,1.0,ON,LOW,23.0,COOL,ON,LOW,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL
23.033,67.714,13200,18.860000000000582,699.8939554612722,1.0,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,22.0,COOL,ON,LOW,22.0,COOL
23.033,69.714,9435,8.900000000004184,1060.1123595500635,1.0,ON,MED,22.0,COOL,ON,MED,22.0,COOL,OFF,LOW,21.5,COOL,ON,LOW,22.0,COOL,ON,LOW,22.0,COOL,OFF,LOW,22.0,COOL
23.033,76.286,12890,16.4399999999996,784.0632603406517,1.0,ON,MED,23.0,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL,ON,MED,22.5,COOL
23.033,69.214,13203,22.470000000003893,587.5834445926886,1.0,ON,HIGH,21.5,COOL,ON,HIGH,22.0,COOL,ON,HIGH,21.5,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL
23.033,81.357,614,0.6299999999991996,974.6031746044127,1.0,ON,LOW,23.5,COOL,ON,LOW,23.5,COOL,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.0,COOL
23.033,66.286,1886,3.070000000001528,614.3322475566976,1.0,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,21.5,COOL,ON,AUTO,22.0,DRY,ON,HIGH,22.0,COOL,ON,LOW,22.0,COOL
23.033,86.786,13200,14.169999999998254,931.5455187015968,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL,ON,MED,24.0,COOL,ON,MED,23.5,COOL
23.017,84.429,13221,11.959999999998217,1105.4347826088604,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL,ON,MED,23.5,COOL
23.017,79.5,6295,8.290000000002692,759.3486127862432,1.0,ON,MED,23.0,COOL,ON,MED,23.0,COOL,ON,HIGH,23.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.0,COOL,ON,HIGH,22.5,COOL
